Fiscal Quarter,Region,State,Bank Group,Population Group,No of Offices,Deposit,Credit,Actual District (Not Decoded),District Code,Census Flag
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,10,866.833,257.72,ARWAL,109,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,11,776.271,412.515,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,13,979.323,885.516,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,13,1022,544.435,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,15,892.868,460.403,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,16,1430.31,371.552,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,16,1447.6,437.1,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,17,757.976,370.264,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,17,1804.827,622.484,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,18,1693.859,951.778,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,19,1351.219,945.062,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,20,1125.924,729.752,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,21,1039.001,812.014,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,21,1583.953,1003.079,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,22,1357.42,499.953,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,23,1617.137,1501.106,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,28,1345.324,1060.254,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,34,1885.175,1153.768,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,38,2732.178,1463.691,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,42,2742.52,1758.137,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,44,3522.055,1348.653,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,45,3794.922,1318.914,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,48,3593.583,2091.334,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,53,4410.458,1633.208,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,53,4636.685,1732.811,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,55,3173.165,1520.183,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,57,3817.231,2236.931,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,57,4141.469,1411.495,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,60,3720.506,1522.861,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,63,4324.11,2070.526,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,65,4696.144,1250.643,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,65,6420.893,2052.425,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,73,4692.51,1552.508,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,1,175.18,103.559,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,2,275.907,57.124,BANKA,46,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,2,282.637,99.504,ARWAL,109,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,2,392.145,94.061,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,3,154.011,133.538,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,3,178.562,56.743,SHEOHAR,65,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,3,327.413,146.611,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,3,1575.46,338.909,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,510.828,233.577,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,516.992,170.981,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,560.927,199.794,SHEIKHPURA,79,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,587.816,202.341,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,709.179,151.641,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,4,1080.21,297.981,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,5,387.109,143.55,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,5,696.247,171.22,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,413.23,214.305,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,487.141,268.681,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,511.398,370.653,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,582.655,362.155,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,670.337,176.999,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,731.63,327.896,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,803.891,270.31,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,6,1017.633,210.323,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,7,573.491,277.554,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,7,892.094,261.789,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,7,1349.85,419.223,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,8,952.796,423.813,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,8,1210.935,469.724,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,9,784.923,298.354,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,10,964.175,434.989,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,11,866.549,285.845,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,12,829.556,246.581,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,13,1062.196,612.355,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,14,956.284,362.533,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,15,821.227,452.187,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,21,2146.131,1210.502,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Semi-urban,22,2577.597,599.691,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,1,439.098,173.698,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,1,932.003,105.359,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,1,985.858,402.657,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,290.344,26.38,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,331.307,34.906,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,379.557,68.517,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,462.804,97.41,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,497.742,125.675,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,596.894,251.958,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,780.036,169.293,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,2,912.228,94.174,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,3,440.68,162.819,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,3,619.191,151.645,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,3,978.13,252.558,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,3,1119.092,235.075,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Urban,5,844.189,228.111,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Metropolitan,68,90326.48,20327.99,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,1,44.251,0.265,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,1,181.903,78.104,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,1,231.174,66.018,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,1,416.024,82.484,ARWAL,109,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,3,231.504,105.908,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,3,402.283,151.043,BANKA,46,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,4,342.218,136.999,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,4,559.88,250.875,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,4,1009.119,235.028,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,4,1082.672,179.565,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,4,1138.188,124.421,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,5,684.901,154.363,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,5,1111.983,258.188,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,6,286.219,229.554,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,6,504.194,198.15,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,6,1095.606,198.626,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,7,933.293,618.112,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,7,1380.594,339.698,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,7,1569.155,362.682,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,9,1092.025,311.981,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,9,1463.707,456.838,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,9,1791.01,311.639,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,9,2211.183,523.579,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,9,2864.744,755.784,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,10,1241.657,378.391,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,11,621.935,344.232,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,11,1164.602,455.219,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,11,1314.241,459.623,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,11,2845.892,1133.837,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,12,1325.875,552.06,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,13,2237.923,508.315,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,13,4314.609,686.753,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,15,1215.623,686.633,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,20,3798.443,942.933,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Rural,23,2862.795,1308.371,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,1,417.292,81.4,SHEOHAR,65,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,251.167,109.094,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,398.71,76.783,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,503.878,273.856,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,1900.894,991.51,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,2082.413,602.218,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,2103.84,496.165,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,2211.161,412.271,SHEIKHPURA,79,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,2279.499,542.372,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,3,2830.208,500.001,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,1231.715,211.225,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,1369.207,326.267,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,2118.553,248.704,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,2594.528,932.507,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,2877.133,677.884,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,4,3329.716,744.377,BANKA,46,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,5,1112.852,293.82,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,5,1215.3,456.13,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,5,2014.559,430.997,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,5,2537.819,947.752,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,5,3439.399,762.87,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,6,2674.764,566.485,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,6,2980.765,890.816,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,6,4437.887,958.704,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,7,3256.246,1006.894,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,7,3784.376,843.596,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,7,5070.504,970.736,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,8,4899.732,1624.859,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,9,3732.478,1046.51,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,10,3351.887,2240.627,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,10,3769.798,1014.721,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,11,6449.724,1982.189,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,13,4553.117,1051.606,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,13,4760.412,881.744,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,13,6138.912,1322.609,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,14,2958.174,1176.019,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Semi-urban,18,9268.717,3377.36,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,1,1484.52,326.577,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,3,2435.689,566.745,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,3,2563.635,796.015,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,3,3282.17,682.749,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,3,3756.943,999.983,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,3,4535.543,765.42,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,4,2874.536,430.508,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,4,3380.504,1023.569,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,4,3677.908,1110.723,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,4,4527.269,617.537,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,6,3761.149,1238.327,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,6,4261.614,2094.936,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,6,4954.149,1038.088,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,7,5535.325,1834.099,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,7,6305.281,1345.675,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,10,7190.691,2378.755,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,SBI AND ITS ASSOCIATES,Urban,15,10804.574,3399.532,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,2,85.543,52.342,JAMTARA,105,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,3,366.245,153.734,LATEHAR,104,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,5,216.809,83.523,PAKUR,69,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,5,512.191,310.378,GARHWA,38,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,6,731.713,464.509,LOHARDAGGA,44,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,6,865.44,203.385,GODDA,42,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,7,517.418,235.685,PALAMAU,86,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,8,501.29,249.456,SAHEBGANJ,39,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,8,647.963,326.307,KHUNTI,298,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,9,1181.611,348.321,SIMDEGA,108,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,9,1490.454,355.725,KODERMA,73,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,11,2563.749,529.994,RAMGARH,297,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,12,717.102,346.967,DUMKA,41,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,15,2329.738,739.948,GUMLA,43,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,15,2581.854,502.565,CHATRA,61,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,17,1216.127,687.653,DEOGHAR,40,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,19,1981.606,466.105,PASCHIMI SINGHBHUM,88,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,24,4940.847,1271.456,HAZARIBAG,84,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,25,4316.053,1042.809,SERAIKELA-KHARSAWAN,106,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,28,5488.066,2022.196,RANCHI,87,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,29,4483.171,1155.545,PURBI SINGHBHUM,36,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,29,7614.73,1430.212,BOKARO,35,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,42,9529.136,2449.796,DHANBAD,82,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Rural,51,7945.947,1994.853,GIRIDIH,56,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Semi-urban,1,327.5,129.156,LATEHAR,104,2001
2009-10:Q4,EASTERN REGION,JHARKHAND,NATIONALISED BANKS,Semi-urban,3,826.827,211.111,GARHWA,38,2001
